Site_ID,Reference_ID,Location,Country,State,Latitude,Longitude,Uncertainty_radius,Elevation_low,Elevation_high,Habitat_description,Habitat_code,Abundance_data_present,Abundance_data_format,Spatial_extent,Study_duration,Time_series,N_years,Notes
1261,Iverson1967,Continuous forest of Minnesota to the Red River valley of North Dakota; south-southeast of Grand Forks; ND,USA,MN,47.529448,-96.685652,60,250,480,Grassland prairie,GL,all,raw,NULL,NULL,0,1,NULL
1262,Jorgensen1999,Chihuahuan Desert; in the foothills of the Sacramento Mountains,USA,NM,33.07647,-105.713081,30,1370,1680,desert arroyos and mountain foothills; Chihuahuan desert vegetation,DS,all,raw,278400,19,0,2,NULL
1263,Bradley1973,Clark County; Nevada,USA,NV,35.987117,-115.370128,16,762,762,Desert Terrain; creosote brush,DS,all,raw,1904.512,33,0,3,NULL
1264,Brown1989,Sonoran Desert; creosote flat,USA,AZ,32.108567,-110.883767,3,815,815,Desert Terrain; creosote flat,DS,all,raw,160000,24,0,2,NULL
1265,Rogovin1995,Southern Gobi Desert; Mongolia,Mongolia,NULL,43,101,300,1100,1900,Trans-Altai Gobi desert; dry desert slopes; rocky hills; unstable sand dunes,D,all,raw,NULL,27,0,3,NULL
1266,Rogovin1995,Western Gobi Desert; Mongolia,Mongolia,NULL,44,99,150,900,1800,Sangarian Gobi or Barun Churay Basin; rocky slopes; gravel valleys; sparse vegetation,D,all,raw,NULL,39,0,4,NULL
1267,Rogovin1995,Eastern Gobi Desert; Mongolia,Mongolia,NULL,43,107,250,900,1450,Altashan Gobi desert; rocky slopes; gravel valleys; sparse vegetation,D,all,raw,NULL,39,0,4,NULL
1268,Sullivan2000,Bald Range; 25 km west of Summerland,Canada,British Columbia,49.666667,-119.883333,5,1400,1520,Managed young pine forest; douglas fir; lodgepole pine dominated forests in Montane Spruce bioclimatic zone ,CF,all,raw,22085,28,0,3,NULL
1269,Sullivan2000,Bald Range; 25 km west of Summerland,Canada,British Columbia,49.666667,-119.883333,5,1400,1520,Managed seed tree forest; douglas fir; lodgepole pine dominated forests in Montane Spruce bioclimatic zone ,CF,all,raw,22085,28,0,3,NULL
1270,Sullivan2000,Bald Range; 25 km west of Summerland,Canada,British Columbia,49.666667,-119.883333,5,1400,1520,Old growth forest; douglas fir; lodgepole pine dominated forests in Montane Spruce bioclimatic zone ,CF,all,raw,22085,28,0,3,NULL
1271,Carey2001,Rainier Training Area; Fort Lewis Military Reservation in the Puget Trough; 30 km SE of Olympia,USA,WA,46.88655,-122.676756,15,100,143,Western Hemlock Zone with Douglas fir predominant forest cover; 8 stands of undisturbed forest,CF,all,raw,320000,2,1,2,NULL
1272,Carey2001,Rainier Training Area; Fort Lewis Military Reservation in the Puget Trough; 30 km SE of Olympia,USA,WA,46.88655,-122.676756,15,100,143,Western Hemlock Zone with Douglas fir predominant forest cover; 8 stands of mosaic silvicultural treatments,CF,all,raw,320000,2,1,2,NULL
1273,Maxwell1968,5 miles east of LaGrange; Goshen County; on the floor of the plains to the top of Lone Tree Canyon on an escarpment some 18 miles northwest of LaGrange.,USA,WY,41.666667,-104.333333,10,1371,1554,Sand dunes: grass; sage; thistle; scurf pea,GL,all,raw,25819,16,0,2,NULL
1274,Maxwell1968,5 miles east of LaGrange; Goshen County; on the floor of the plains to the top of Lone Tree Canyon on an escarpment some 18 miles northwest of LaGrange.,USA,WY,41.666667,-104.333333,10,1371,1554,Sage-Grass,GL,all,raw,34722,16,0,2,NULL
1275,Maxwell1968,5 miles east of LaGrange; Goshen County; on the floor of the plains to the top of Lone Tree Canyon on an escarpment some 18 miles northwest of LaGrange.,USA,WY,41.666667,-104.333333,10,1371,1554,Yucca-Grass,GL,all,raw,17159,16,0,2,NULL
1276,Maxwell1968,5 miles east of LaGrange; Goshen County; on the floor of the plains to the top of Lone Tree Canyon on an escarpment some 18 miles northwest of LaGrange.,USA,WY,41.666667,-104.333333,10,1371,1554,Bouteloua- Buchloe,GL,all,raw,11169,16,0,2,NULL
1277,Maxwell1968,5 miles east of LaGrange; Goshen County; on the floor of the plains to the top of Lone Tree Canyon on an escarpment some 18 miles northwest of LaGrange.,USA,WY,41.666667,-104.333333,10,1371,1554,Bouteloua-Stipa,GL,all,raw,11169,16,0,2,NULL
1278,Maxwell1968,5 miles east of LaGrange; Goshen County; on the floor of the plains to the top of Lone Tree Canyon on an escarpment some 18 miles northwest of LaGrange.,USA,WY,41.666667,-104.333333,10,1371,1554,Bouteloua-Stipa-Aristida,GL,all,raw,15702,16,0,2,NULL
1279,Maxwell1968,5 miles east of LaGrange; Goshen County; on the floor of the plains to the top of Lone Tree Canyon on an escarpment some 18 miles northwest of LaGrange.,USA,WY,41.666667,-104.333333,10,1371,1554,Calamovilfa-Bouteloua,GL,all,raw,5585,16,0,2,NULL
1280,Elliot2006,Deer Ridge Conservation Area,USA,MO,40.175,-91.8,5,180,220,site A; forest,DF,all,raw,2340,4,0,1,NULL
1281,Elliot2006,Deer Ridge Conservation Area,USA,MO,40.175,-91.8,5,180,220,site B; forest,DF,all,raw,2860,4,0,1,NULL
1282,Elliot2006,Deer Ridge Conservation Area,USA,MO,40.175,-91.8,5,180,220,site C; forest,DF,all,raw,1300,4,1,4,NULL
1283,Elliot2006,Deer Ridge Conservation Area,USA,MO,40.175,-91.8,5,180,220,site D; forest,DF,all,raw,1300,4,1,4,NULL
1284,Elliot2006,Atlanta Conservation Area,USA,MO,39.866667,-92.483333,1,240,280,riparian forest,DF,none,none,3120,84,0,8,NULL
1285,Elliot2006,Deer Ridge Conservation Area,USA,MO,40.175,-91.8,5,180,220,riparian forest,DF,none,none,7800,84,0,8,NULL
1286,Elliot2006,Mussel Fork Creek Conservation Area,USA,MO,39.733333,-92.858333,1,220,230,riparian forest,DF,none,none,2600,36,0,3,NULL
1287,Elliot2006,Van Dorsen Creek Conservation Area,USA,MO,39.741667,-92.483333,1,240,260,riparian forest,DF,none,none,1300,36,0,3,NULL
1288,Johnston2008,Cascade-Siskiyou National Monument; 20 km southeast of Ashland,USA,OR,42.077778,-122.461111,10,730,1870,Lightly grazed mixed conifer forests,CF,all,raw,72900,14,0,2,NULL
1289,Johnston2008,Cascade-Siskiyou National Monument; 20 km southeast of Ashland,USA,OR,42.077778,-122.461111,10,730,1870,Heavily grazed mixed conifer forests,CF,all,raw,72900,14,0,2,NULL
1290,Johnston2008,Cascade-Siskiyou National Monument; 20 km southeast of Ashland,USA,OR,42.077778,-122.461111,10,730,1870,Lightly grazed Oak woodlands,DF,all,raw,72900,14,0,2,NULL
1291,Johnston2008,Cascade-Siskiyou National Monument; 20 km southeast of Ashland,USA,OR,42.077778,-122.461111,10,730,1870,Heavily grazed Oak woodlands,DF,all,raw,72900,14,0,2,NULL
1292,Healy1988,Cheat  Ranger District; Monongahela National Forest; Randolph and Tucker counties,USA,WV,38.630032,-79.817545,15,442,1451,Stand age class: seedling: 8-9 yr,DF,all,raw,NULL,2,0,1,NULL
1293,Healy1988,Cheat  Ranger District; Monongahela National Forest; Randolph and Tucker counties,USA,WV,38.630032,-79.817545,15,442,1451,Stand age class: sapling: 12-14 yr,DF,all,raw,NULL,2,0,1,NULL
1294,Healy1988,Cheat  Ranger District; Monongahela National Forest; Randolph and Tucker counties,USA,WV,38.630032,-79.817545,15,442,1451,Stand age class: sawtimber: 61-76 yr,DF,all,raw,NULL,2,0,1,NULL
1295,Healy1988,Cheat  Ranger District; Monongahela National Forest; Randolph and Tucker counties,USA,WV,38.630032,-79.817545,15,442,1451,Stand age class: Mature: >100 yr,DF,all,raw,NULL,2,0,1,NULL
1296,Leis2008,Fort Sill; Comanche County,USA,OK,34.633333,-98.5,0,365,390,Foard Soil Series; short to mid-level grasses,GL,all,raw,4000,5,0,1,NULL
1297,Leis2008,Fort Sill; Comanche County,USA,OK,34.633333,-98.5,0,365,390,Lawton Soil Series; mid-level to tall grasses,GL,all,raw,4000,5,0,1,NULL
1298,Price1984,University of California's Motte Rimrock Ecological Preserve; 24 km south of Riverside,USA,CA,33.803855,-117.260226,1,550,550,coastal sage scrub,SH,all,raw,2420,25,1,2,NULL
1299,Fellers1994,Pinnacles National Monument,USA,CA,36.491667,-121.183333,0,245,1066,Chaparral covers 80% of park,SH,all,raw,3200,18,0,2,NULL
1300,Schwilk1998,Point Mugu State Park; Ventura County,USA,CA,34.094356,-119.0116,3,75,210,Burned and unburned chaparral and sage across 6 sites in Sycamore Canyon,SH,all,raw,660,3,0,1,NULL
1301,Balciauskas2006,Zarasai district; Imbradas municipality; villages of Kumsa and Pailgis,Lithuania,NULL,55.809542,26.164878,1,160,160,Farmstead surrounded by fragmented forests and meadows,AG,all,raw,250,18,1,2,NULL
1302,Mahlaba2003,Mlawula Nature Reserve; in northeastern Swaziland,Swaziland,NULL,-26.220984,32.001109,5,130,330,Acacia woodland in the Siphiso valley. Burn occurred in 2000; invasive herb and bush are present; grazed by large numbers of medium to large sized mammals (warthog; impala; wildebeest; and zebra).,DF,all,raw,21600,12,0,1,NULL
1303,Webala2006,Mukogodo forest reserve; Kurikuri,Kenya,NULL,0.412497,37.257729,15,1100,2140,dry; afromontane forest,TF,all,raw,NULL,5,0,1,NULL
1304,Webala2006,Mukogodo forest reserve; Makurian,Kenya,NULL,0.412497,37.257729,15,1100,2140,dry; afromontane forest,TF,all,raw,NULL,5,0,1,NULL
1305,Webala2006,Mukogodo forest reserve; Lekurruki,Kenya,NULL,0.412497,37.257729,15,1100,2140,dry; afromontane forest,TF,all,raw,NULL,5,0,1,NULL
1306,Webala2006,Mukogodo forest reserve; Ilingwesi,Kenya,NULL,0.412497,37.257729,15,1100,2140,dry; afromontane forest,TF,all,raw,NULL,5,0,1,NULL
1307,Oaten2008,Kamloops; British Columbia,Canada,British Columbia,50.716667,-120.416667,75,450,550,Aspen stands,DF,all,raw,40080,15,0,2,NULL
1308,Oaten2008,Kamloops; British Columbia,Canada,British Columbia,50.716667,-120.416667,75,450,550,mixed forest ,MF,all,raw,40080,15,0,2,NULL
1309,Oaten2008,Kamloops; British Columbia,Canada,British Columbia,50.716667,-120.416667,75,450,550,Douglas-fir dominated forest,CF,all,raw,40080,15,0,2,NULL
1310,Lambert2003,Danto Machado Island; Lago Guri; created by the damming of Caroni River; near Bolivar,Venezuela,NULL,7.400293,-62.822759,40,270,350,large island,TF,all,raw,NULL,2,0,1,NULL
1311,Lambert2003,Ambar Island; Lago Guri; created by the damming of Caroni River; near Bolivar,Venezuela,NULL,7.400293,-62.822759,40,270,350,medium island,TF,all,raw,NULL,2,0,1,NULL
1312,Lambert2003,Chotacabra Island; Lago Guri; created by the damming of Caroni River; near Bolivar,Venezuela,NULL,7.400293,-62.822759,40,270,350,medium island,TF,all,raw,NULL,2,0,1,NULL
1313,Lambert2003,Panorama Island; Lago Guri; created by the damming of Caroni River; near Bolivar,Venezuela,NULL,7.400293,-62.822759,40,270,350,medium island,TF,all,raw,NULL,2,0,1,NULL
1314,Lambert2003,Triangulo Island; Lago Guri; created by the damming of Caroni River; near Bolivar,Venezuela,NULL,7.400293,-62.822759,40,270,350,small island; far from mainland,TF,all,raw,NULL,2,0,1,NULL
1315,Lambert2003,Perimetro Island; Lago Guri; created by the damming of Caroni River; near Bolivar,Venezuela,NULL,7.400293,-62.822759,40,270,350,small island near to mainland,TF,all,raw,NULL,2,0,1,NULL
1316,Lambert2003,Iguana Island; Lago Guri; created by the damming of Caroni River; near Bolivar,Venezuela,NULL,7.400293,-62.822759,40,270,350,small island far from mainland,TF,all,raw,NULL,2,0,1,NULL
1317,Lambert2003,Colon Island; Lago Guri; created by the damming of Caroni River; near Bolivar,Venezuela,NULL,7.400293,-62.822759,40,270,350,small island; far from island,TF,all,raw,NULL,2,0,1,NULL
1318,Lambert2003,Cola Island; Lago Guri; created by the damming of Caroni River; near Bolivar,Venezuela,NULL,7.400293,-62.822759,40,270,350,small island near to mainland,TF,all,raw,NULL,2,0,1,NULL
1319,Lambert2003,Baya  Island; Lago Guri; created by the damming of Caroni River; near Bolivar,Venezuela,NULL,7.400293,-62.822759,40,270,350,small island near to mainland,TF,all,raw,NULL,2,0,1,NULL
1320,Nakagawa2007,Lambir Hills National Park; Sarawak,Malaysia,NULL,4.198371,114.042873,3,150,150,Primary lowland forest dominated by dipterocarp trees in the emergent and canopy layers,TF,all,raw,13200,100,0,8,NULL
1321,Heroldova2007,Southern Moravia,Czech Republic,NULL,48.883333,16.45,10,160,300,Cereal field; Moravian agricultural landscape,AG,all,raw,NULL,77,0,6,NULL
1322,Heroldova2007,Southern Moravia,Czech Republic,NULL,48.883333,16.45,10,160,300,Maize fields; Moravian agricultural landscape,AG,all,raw,NULL,77,0,6,NULL
1323,Heroldova2007,Southern Moravia,Czech Republic,NULL,48.883333,16.45,10,160,300,Sugar beet fields; Moravian agricultural landscape,AG,all,raw,NULL,77,0,6,NULL
1324,Heroldova2007,Southern Moravia,Czech Republic,NULL,48.883333,16.45,10,160,300,Alfalfa fields; Moravian agricultural landscape,AG,all,raw,NULL,77,0,6,NULL
1325,Heroldova2007,Southern Moravia,Czech Republic,NULL,48.883333,16.45,10,160,300,Other crop fields; Moravian agricultural landscape,AG,all,raw,NULL,77,0,6,NULL
1326,Heroldova2007,Southern Moravia,Czech Republic,NULL,48.883333,16.45,10,160,300,Windbreaks (trees); Moravian agricultural landscape,MX,all,raw,NULL,77,0,6,NULL
1327,Heroldova2007,Southern Moravia,Czech Republic,NULL,48.883333,16.45,10,160,300,Forests; Moravian agricultural landscape,MX,all,raw,NULL,77,0,6,NULL
1328,Heroldova2007,Southern Moravia,Czech Republic,NULL,48.883333,16.45,10,160,300,Fallow lands; Moravian agricultural landscape,AG,all,raw,NULL,77,0,6,NULL
1329,Clark1998,Bryan County grasslands,USA,OK,33.996136,-96.367697,30,170,260,upland prairie,GL,all,estimate,300,2,0,1,data presented are mean values per trapline; raw abundance totals of all captures at all 6 sites are available 
1330,Clark1998,Bryan County grasslands,USA,OK,33.996136,-96.367697,30,170,260,upland pasture,GL,all,estimate,300,2,0,1,data presented are mean values per trapline; raw abundance totals of all captures at all 6 sites are available 
1331,Clark1998,Bryan County grasslands,USA,OK,33.996136,-96.367697,30,170,260,upland fencerow,GL,all,estimate,300,2,0,1,data presented are mean values per trapline; raw abundance totals of all captures at all 6 sites are available 
1332,Clark1998,Bryan County grasslands,USA,OK,33.996136,-96.367697,30,170,260,upland mowed prairie,GL,all,estimate,300,2,0,1,data presented are mean values per trapline; raw abundance totals of all captures at all 6 sites are available 
1333,Clark1998,Bryan County grasslands,USA,OK,33.996136,-96.367697,30,170,260,lowland prairie,GL,all,estimate,300,2,0,1,data presented are mean values per trapline; raw abundance totals of all captures at all 6 sites are available 
1334,Clark1998,Bryan County grasslands,USA,OK,33.996136,-96.367697,30,170,260,lowland forb-shrub,GL,all,estimate,300,2,0,1,data presented are mean values per trapline; raw abundance totals of all captures at all 6 sites are available 
1335,Caro2001,South of Katavi National Park; Rukwa Valley in Rukwa Region,Tanzania,NULL,-6.996503,31.101522,45,910,945,dry; deciduous forest; inside the park,DF,all,raw,5000,7,0,1,NULL
1336,Caro2001,South of Katavi National Park; Rukwa Valley in Rukwa Region,Tanzania,NULL,-6.996503,31.101522,45,910,945,dry; deciduous forest; outside the park,DF,all,raw,5000,7,0,1,NULL
1337,Pasitschniak-Arts1998,South central Saskatchewan; Thickwood Hills and Allan-Tiger-Minichinas Hills,Canada,Saskatchewan,52.481644,-105.075779,75,490,550,Idle pasture; prairie pothole region; intensively farmed,AG,all,raw,1950,28,0,3,NULL
1338,Pasitschniak-Arts1998,South central Saskatchewan; Thickwood Hills and Allan-Tiger-Minichinas Hills,Canada,Saskatchewan,52.481644,-105.075779,75,490,550,delayed hay; prairie pothole region; intensively farmed,AG,all,raw,1200,28,0,3,NULL
1339,Pasitschniak-Arts1998,South central Saskatchewan; Thickwood Hills and Allan-Tiger-Minichinas Hills,Canada,Saskatchewan,52.481644,-105.075779,75,490,550,dense nesting cover; prairie pothole region; intensively farmed,AG,all,raw,1500,28,0,3,NULL
1340,Pasitschniak-Arts1998,South central Saskatchewan; Thickwood Hills and Allan-Tiger-Minichinas Hills,Canada,Saskatchewan,52.481644,-105.075779,75,490,550,rights of way; prairie pothole region; intensively farmed,AG,all,raw,1500,28,0,3,NULL
1341,Maisonneuve2001,Boyer River watershed; St. Lawrence River; Quebec City,Canada,Quebec,46.642616,-71.128553,25,20,100,Herbaceous; mostly riparian strips located in areas where topography permits cultivation right up to the rim of the stream banks,GL,all,raw,3780,25,0,3,NULL
1342,Maisonneuve2001,Boyer River watershed; St. Lawrence River; Quebec City,Canada,Quebec,46.642616,-71.128553,25,20,100,Shrubby; mostly riparian strips located in areas where topography permits cultivation right up to the rim of the stream banks,SH,all,raw,3780,25,0,3,NULL
1343,Maisonneuve2001,Boyer River watershed; St. Lawrence River; Quebec City,Canada,Quebec,46.642616,-71.128553,25,20,100,Wooded; mostly along riparian corridors where incline is too steep for cultivation,DF,all,raw,3780,25,0,3,NULL
1344,Wells2004,Kinabalu National Park; Borneo; Sabah,Malaysia,NULL,6.025854,116.322894,25,800,900,Dipterocarp dominated; tropical montane and lowland rainforest,TF,all,raw,16000,7,0,1,NULL
1345,Vieira1999,Reserva Ecologica do Instituto Brasileiro de Geografia e Estatistica (IBGE),Brazil,Distrito Federal,-15.932778,-47.850556,1,860,1170,grasses and woody layer,GL,all,raw,12100,10,0,1,NULL
1346,Vieira1999,Estacao Ecologica do Jardim Botanico de Brasilia (EEJBB),Brazil,Distrito Federal,-15.932778,-47.850556,1,860,1170,grasses and woody layer,GL,all,raw,12100,10,0,1,NULL
1347,Fitzherbert2006,Katavi National Park; Mpanda District; Rukwa Region,Tanzania,NULL,-6.996503,31.101522,45,910,945,Miombo woodland; a dry deciduous forest,DF,all,raw,10250,9,0,1,NULL
1348,Monadjem1997,Malolotja Reserve,Swaziland,NULL,-26.13333,31.133333,1,1460,1460,Highveld region; high rainfall; lower temperatures than other sites,DF,all,raw,435600,3,0,1,NULL
1349,Monadjem1997,Ekundizeni farm,Swaziland,NULL,-26.55,31.266667,1,700,700,Middleveld; typical bushveld vegetation,DF,all,raw,435600,3,0,1,NULL
1350,Monadjem1997,Ncabaneni,Swaziland,NULL,-26.616667,31.133333,1,600,600,Middleveld; typical bushveld vegetation,DF,all,raw,435600,3,0,1,NULL
1351,Monadjem1997,Mutimuti Reserve,Swaziland,NULL,-26.483333,31.96667,1,760,760,Lubombo; typical bushveld vegetation,DF,all,raw,435600,3,0,1,NULL
1352,Monadjem1997,Mhlosinga Reserve,Swaziland,NULL,-26.766667,31.9,1,500,500,Lowveld; typical bushveld vegetation,DF,all,raw,435600,3,0,1,NULL
1353,Monadjem1997,Tshaneni Dam,Swaziland,NULL,-25.966667,31.716667,1,300,300,Lowveld; typical bushveld vegetation,DF,all,raw,435600,3,0,1,NULL
1354,Mauffrey2007,Forests around Saul; a small village,French Guiana,NULL,3.616667,-53.2,1,200,240,Primary Forest; two types: well-drained and swampy,TF,all,raw,NULL,2,0,1,NULL
1355,Mauffrey2007,Forests around Saul; a small village,French Guiana,NULL,3.616667,-53.2,1,200,240,Secondary forest; young trees and liana dense understories,TF,all,raw,NULL,2,0,1,NULL
1356,Mauffrey2007,Forests around Saul; a small village,French Guiana,NULL,3.616667,-53.2,1,200,240,Disturbed forest on village edge; dense secondary growth; small trees; immediately bordering houses,TF,all,raw,NULL,2,0,1,NULL
1357,Mills1991,18 farm sites of southern Santa Fe and northern Buenos Aires provinces,Argentina,NULL,-32.5,-60,50,50,100,fertile agricultural area of the Pampas plain,AG,all,raw,9600,12,0,1,NULL
1358,Brooks1998,Salisbury Ridge; Southwest Ridge of Bryant Mountain; Addison County,USA,VT,43.9375,-73.0875,1,340,340,lower slope forest; maple; beech; oak dominated,DF,all,raw,10800,192,0,16,NULL
1359,Brooks1998,Salisbury Ridge; Southwest Ridge of Bryant Mountain; Addison County,USA,VT,43.9375,-73.0875,1,240,240,mid slope forest; oak dominated,DF,all,raw,11025,192,0,16,NULL
1360,Brooks1998,Salisbury Ridge; Southwest Ridge of Bryant Mountain; Addison County,USA,VT,43.9375,-73.0875,1,200,200,upper slope forest; oak dominated,DF,all,raw,11025,192,0,16,NULL
1361,Stanko2002,Javorie mountains and Krupinsak Planina plan; Volvoske Vrchy mountains,Slovak Republic,NULL,48.675346,20.565073,100,150,750,plains and mountain forests,MX,all,raw,NULL,174,0,15,NULL
1362,Phelps2009,Lake Carl Blackwell; Payne County,USA,OK,36.13486,-97.223769,3,290,310,mixed-grass prairie and cross timber,GL,all,raw,8100,22,0,2,NULL
1363,Phelps2009,Oologa Wildlife Management Area; Nowata County,USA,OK,36.700918,-95.554364,5,190,220,mixed-grass prairie and cross timber,GL,all,raw,8100,22,0,2,NULL
1364,Phelps2009,Douthat; a desiccated flotation sediment pond located within the Tar Creek Superfund Site in Ottawa County,USA,OK,36.938664,-94.843489,5,240,260,heavy metal contamination,GL,all,raw,8100,22,0,2,NULL
1365,Phelps2009,Beaver Creek; an old mining site located within the Tar Creek Superfund Site in Ottawa County,USA,OK,36.938664,-94.843489,5,240,260,heavy metal contamination,GL,all,raw,8100,22,0,2,NULL
1366,Margaletic2005,series of 16 sites ranging west to east from Zagreb to Otok,Croatia,NULL,45.258294,17.388014,100,100,340,pedunculate oak forests and common beech forests,DF,all,raw,NULL,46,0,5,NULL
1367,Shepard2005,Rucachoroi East; Southwestern Neuquen ,Argentina,NULL,-39.916692,-71.416675,15,1200,1400,Araucaria araucana forests; heavy grazing pressure; human disturbance for firewood and seed collecting,TF,all,raw,NULL,3,0,1,NULL
1368,Shepard2005,Rucachoroi West; Southwestern Neuquen ,Argentina,NULL,-39.916692,-71.416675,15,1200,1400,Araucaria araucana forests; moderate grazing; human impacts for firewood and seed collecting,TF,all,raw,NULL,3,0,1,NULL
1369,Shepard2005,Remeco; Southwestern Neuquen ,Argentina,NULL,-39.916692,-71.416675,15,1200,1400,Araucaria araucana forests; moderate grazing; human impacts for light firewood gathering and seed collecting,TF,all,raw,NULL,3,0,1,NULL
1370,Shepard2005,Chiquilihuin; Southwestern Neuquen ,Argentina,NULL,-39.916692,-71.416675,15,1200,1400,Araucaria araucana forests; light to moderate grazing; human impacts as light firewood gathering and seed collecting,TF,all,raw,NULL,3,0,1,NULL
1371,Shepard2005,Tromen; Southwestern Neuquen ,Argentina,NULL,-39.916692,-71.416675,15,1200,1400,Araucaria araucana forests; human impacts for seed collecting,TF,all,raw,NULL,3,0,1,NULL
1372,Olayemi2008,Asejire; the forest by the bridge where the Osun river crosses the Ibadan-Ife expressway at Asejire.,Nigeria,NULL,7.333333,4.116667,1,140,160,rainforest sites; dense foliage; closed canopies of hardwoods and timbers,TF,all,raw,1600,NULL,0,3,NULL
1373,Olayemi2008,Ife; grounds around the Obademi Awolowo University campus; Il Ife,Nigeria,NULL,7.466667,4.566667,1,275,295,rainforest sites; dense foliage; closed canopies of hardwoods and timbers,TF,all,raw,1600,NULL,0,3,NULL
1374,Olayemi2008,Osogbo; grounds along the banks of the Osun river in Osogbo town,Nigeria,NULL,7.766663,4.566667,1,300,350,rainforest sites; dense foliage; closed canopies of hardwoods and timbers,TF,all,raw,1600,NULL,0,3,NULL
1375,Olayemi2008,Ogbomoso; grounds around Baba Ode village on the outskirts of Ogbomoso,Nigeria,NULL,8.133332,4.266668,1,315,335,more open sites; typifies by grass species,GL,all,raw,1600,NULL,0,3,NULL
1376,Olayemi2008,Ilorin; grounds around Ganmo village on the outskirts of Ilorin,Nigeria,NULL,8.5,4.55,1,290,320,more open sites; typifies by grass species,GL,all,raw,1600,NULL,0,3,NULL
1377,Nor2001,Mount Nuang; Hulu Langat,Malaysia,Selangor,3.108397,101.817,3,500,500,Mount Nuang; primary forest; minor human disturbance,TF,all,raw,22500,NULL,0,1,NULL
1378,Nor2001,Mount Nuang; Hulu Langat,Selangor,NULL,3.108397,101.817,3,800,800,Mount Nuang; primary forest; minor human disturbance,TF,all,raw,22500,NULL,0,1,NULL
1379,Nor2001,Mount Nuang; Hulu Langat,Selangor,NULL,3.108397,101.817,3,1100,1100,Mount Nuang; primary forest; minor human disturbance,TF,all,raw,22500,NULL,0,1,NULL
1380,Nor2001,Mount Nuang; Hulu Langat,Selangor,NULL,3.108397,101.817,3,1350,1350,Mount Nuang; primary forest; minor human disturbance,TF,all,raw,22500,NULL,0,1,NULL
1381,Gonnet1998,Northwest of Mendoza Province; Monte Desert,Argentina,NULL,-34.586903,-68.143142,100,850,1700,Ligaria cuneifolia flat,DS,all,raw,1455,10,0,1,NULL
1382,Gonnet1998,Northwest of Mendoza Province; Monte Desert,Argentina,NULL,-34.586903,-68.143142,100,850,1700,Disturbed grassland,DS,all,raw,1455,10,0,1,NULL
1383,Gonnet1998,Northwest of Mendoza Province; Monte Desert,Argentina,NULL,-34.586903,-68.143142,100,850,1700,Pronounced slope,DS,all,raw,1455,10,0,1,NULL
1384,Gonnet1998,Northwest of Mendoza Province; Monte Desert,Argentina,NULL,-34.586903,-68.143142,100,850,1700,Undisturbed thicket,DS,all,raw,1455,10,0,1,NULL
1385,Griffiths2005,Kapalga Research Station; Kakadu National Park,Australia,NULL,-12.71667,132.6,20,5,20,eucalypt dominated forest,DF,all,raw,450000,24,0,2,NULL
1386,Griffiths2005,Kapalga Research Station; Kakadu National Park,Australia,NULL,-12.71667,132.6,20,5,20,eucalypt dominated forest,DF,all,raw,1280000,71,0,6,NULL
1387,Gubista1999,Ituri Forest,Democratic Republic of Congo,NULL,1.416667,28.583333,5,760,820,mixed forest; lowland rain forest; basin of the Aruwimi; near Epulu,TF,all,raw,NULL,4,0,1,NULL
1388,Gubista1999,Ituri Forest; Democratic Republic of Congo,Democratic Republic of Congo,NULL,1.416667,28.583333,5,760,820,mbau forest; lowland rain forest; basin of the Aruwimi; near Epulu,TF,all,raw,NULL,4,0,1,NULL
1389,Gubista1999,Ituri Forest; Democratic Republic of Congo,Democratic Republic of Congo,NULL,1.416667,28.583333,5,760,820,secondary forest; lowland rain forest; basin of the Aruwimi; near Epulu,TF,all,raw,NULL,4,0,1,NULL
1390,Gubista1999,Ituri Forest; Democratic Republic of Congo,Democratic Republic of Congo,NULL,1.416667,28.583333,5,760,820,village fields; near lowland rain forest; basin of the Aruwimi; near Epulu,TF,all,raw,NULL,4,0,1,NULL
1391,Chandrasekar-Rao1996,Indira Gandhi Wildlife Sanctuary; Tamil Nadu,India,NULL,10.568586,77.277478,70,340,2400,Moist evergreen forest; Anaimalais hills of Western Ghats,TF,all,raw,10000,10,0,1,NULL
1392,Chandrasekar-Rao1996,Indira Gandhi Wildlife Sanctuary; Tamil Nadu,India,NULL,10.568586,77.277478,70,340,2400,Moist deciduous forest; Anaimalais hills of Western Ghats,TF,all,raw,10000,10,0,1,NULL
1393,Chandrasekar-Rao1996,Indira Gandhi Wildlife Sanctuary; Tamil Nadu,India,NULL,10.568586,77.277478,70,340,2400,teak plantation; Anaimalais hills of Western Ghats,TF,all,raw,10000,10,0,1,NULL
1394,Mares1995,Reserva Ecologica do Instituto Brasileiro de Geografia e Estatistica (IBGE); 20 km S of Brasilia,Brazil,Distrito Federal,-16.067423,-47.915079,5,1100,1100,mature gallery forest along the Monjolo stream,TF,all,raw,32400,14,0,1,NULL
1395,Iriarte1989,Fundo San Carlos de Apoquindo; 20 km E of Santiago; Matorral area,Chile,NULL,-33.383333,-70.516667,0,1200,1200,evergreen shrubs,SH,all,raw,6400,18,1,2,NULL
1396,Mastrota1989,Nonirrigated Forest floor; Centre County,USA,PA,40.876564,-77.836728,25,400,600,Oak-maple dominated forest,DF,all,raw,16875,14,0,1,NULL
